Campaña;Cultivo;Actividad;"Cambio
Actividad";Centro;Administracion;Zona;Establecimiento;Lote;CECO;Ha Totales;Ha Asignadas;Código;Nombre;Fecha Inicio;Fecha Fin;Fecha Contable;Fecha Creacion;Fecha Actualiz.;Estado;Categoria;Cod. SAP;Insumo;Almacen SAP;U. Medida;Cantidad Real;Dosis Real;Porc. utiliza Real;Costo x Unid. Real usd;Costo x HA Real usd;Costo Total usd;Gasto x Unid. Real  $$;Gasto x HA Real $$;GastoTotal $$;Nro° OT;Contratista/Operario;Maquinaria;TC;Socio;Nro° OT Anulación;Observaciones
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 13;1121335;64.07;2344;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;20/02/2025;20/02/2025;01/04/2025;05/12/2024;25/02/2025;Terminada;FERTILIZANTES;721441;FERTILIZANTE LÍQUI N-P-K-Mg-Zn-S-B-MN-CA;2100-2101 - Anonima SA - Pozo ;L;17.23;0.27;100.00;1.02;0.27;17.57;1,078.80;290.46;18,588.78;500000476;;;1057.75;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 13;1121335;64.07;2344;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;20/02/2025;20/02/2025;01/04/2025;05/12/2024;25/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;6.55;0.10;100.00;5.99;0.61;39.25;6,335.71;648.70;41,517.28;500000476;;;1057.75;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-2101 - Anonima SA - Pozo ;L;164.16;2.49;100.00;4.56;11.34;748.55;4,646.64;11,557.33;762,777.18;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQPQHERBICIDA;699977;FLUMIOXAZIN 48% SC;2100-2101 - Anonima SA - Pozo ;L;7.87;0.12;100.00;19.96;2.38;157.10;20,339.34;2,425.46;160,081.34;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-2101 - Anonima SA - Pozo ;L;20.24;0.31;100.00;1.78;0.55;36.02;1,813.82;556.20;36,708.99;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2101 - Anonima SA - Pozo ;L;33.73;0.51;100.00;0.83;0.42;28.01;846.28;432.53;28,545.71;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;819;30002591;30002591 - PLUS POR FERTILIZACION EN SIEMBRA;27/12/2024;31/12/2024;31/12/2024;05/12/2024;20/01/2025;Terminada;SEMILLAS;721922;SEMILLA BRACHIARIA RUZIZIENSIS;2100-2101 - Anonima SA - Pozo ;KG;257.88;3.91;100.00;3.74;14.61;964.45;3,852.20;15,051.33;993,387.83;500000370;;;1030.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1013;40001698;40001698 - SIEMBRA PRECISION PLANTING;27/12/2024;10/01/2025;10/01/2025;05/12/2024;16/01/2025;Terminada;SEMILLAS;722825;SEMILLA DE MAIZ P2297 PWUE;2100-2101 - Anonima SA - Pozo ;BAG;1.89;0.03;100.00;149.76;4.29;282.95;155,147.32;4,441.54;293,141.09;500000364;;;1036.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1013;40001698;40001698 - SIEMBRA PRECISION PLANTING;27/12/2024;10/01/2025;10/01/2025;05/12/2024;16/01/2025;Terminada;SEMILLAS;722825;SEMILLA DE MAIZ P2297 PWUE;2100-2101 - Anonima SA - Pozo ;BAG;50.10;0.76;100.00;149.76;113.69;7,503.29;155,149.60;117,778.90;7,773,408.22;500000364;;;1036.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;3.22;0.05;100.00;5.99;0.29;19.26;6,174.56;300.84;19,854.84;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2101 - Anonima SA - Pozo ;L;1.61;0.02;100.00;30.24;0.74;48.62;31,178.47;759.52;50,128.59;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQPQINSECTICIDA;719953;BIFENTRIN 25% EC;2100-2101 - Anonima SA - Pozo ;L;2.81;0.04;100.00;17.31;0.74;48.71;17,848.67;760.91;50,219.76;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQUIMICOS;704717;ISOXAFLUTOLE 22.5%THIENC 9%CYPR 15% SC;2100-2101 - Anonima SA - Pozo ;L;19.29;0.29;100.00;99.64;29.13;1,922.41;102,728.84;30,030.36;1,982,003.19;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-2101 - Anonima SA - Pozo ;L;65.92;1.00;100.00;7.19;7.18;474.09;7,414.95;7,405.88;488,790.69;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1194;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;21/01/2025;23/01/2025;23/01/2025;05/12/2024;23/01/2025;Terminada;AGROQPQINSECTICIDA;719953;BIFENTRIN 25% EC;2100-2101 - Anonima SA - Pozo ;L;6.63;0.10;100.00;17.31;1.74;114.83;18,116.90;1,820.80;120,172.41;500000417;;;1046.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1194;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;21/01/2025;23/01/2025;23/01/2025;05/12/2024;23/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;3.32;0.05;100.00;5.99;0.30;19.87;6,269.06;315.03;20,791.85;500000417;;;1046.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1194;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;21/01/2025;23/01/2025;23/01/2025;05/12/2024;23/01/2025;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-2101 - Anonima SA - Pozo ;L;19.90;0.30;100.00;1.78;0.54;35.42;1,862.56;561.60;37,064.02;500000417;;;1046.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;2344;30000844;30000844 - FERTILIZACION NEUMÁTICA ;30/01/2025;10/02/2025;10/02/2025;05/12/2024;25/02/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2101 - Anonima SA - Pozo ;KG;7,584.93;114.92;100.00;0.64;72.98;4,817.19;670.03;76,998.94;5,082,134.42;500000458;;;1055.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1000;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;03/02/2025;07/02/2025;07/02/2025;05/12/2024;07/02/2025;Terminada;AGROQUIMICOS;713073;LUFENURON 5%  PROFENOFOS 50% EC;2100-2101 - Anonima SA - Pozo ;L;16.50;0.25;100.00;15.17;3.79;250.36;15,981.28;3,995.32;263,691.09;500000437;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1000;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;03/02/2025;07/02/2025;07/02/2025;05/12/2024;07/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;6.60;0.10;100.00;5.99;0.60;39.53;6,307.81;630.78;41,631.54;500000437;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;1000;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;03/02/2025;07/02/2025;07/02/2025;05/12/2024;07/02/2025;Terminada;FERTILIZANTES;721441;FERTILIZANTE LÍQUI N-P-K-Mg-Zn-S-B-MN-CA;2100-2101 - Anonima SA - Pozo ;L;106.06;1.61;100.00;1.02;1.64;108.16;1,074.10;1,726.16;113,921.66;500000437;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;40;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;06/02/2025;09/02/2025;09/02/2025;05/12/2024;10/02/2025;Terminada;AGROQPQHERBICIDA;718226;GLUFOSINATO DE AMONIO 20% SL;2100-2101 - Anonima SA - Pozo ;L;5.00;2.50;100.00;10.78;26.95;53.90;11,354.04;28,385.09;56,770.18;500000446;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;40;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;06/02/2025;09/02/2025;09/02/2025;05/12/2024;10/02/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2101 - Anonima SA - Pozo ;L;1.00;0.50;100.00;0.83;0.42;0.83;877.67;438.94;877.67;500000446;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;40;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;06/02/2025;09/02/2025;09/02/2025;05/12/2024;10/02/2025;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-2101 - Anonima SA - Pozo ;L;1.00;0.50;100.00;1.60;0.80;1.60;1,685.20;842.60;1,685.20;500000446;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;2344;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;20/02/2025;20/02/2025;01/04/2025;05/12/2024;25/02/2025;Terminada;FERTILIZANTES;721441;FERTILIZANTE LÍQUI N-P-K-Mg-Zn-S-B-MN-CA;2100-2101 - Anonima SA - Pozo ;L;20.93;0.32;100.00;1.02;0.32;21.34;1,078.69;342.01;22,573.16;500000476;;;1057.75;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;2344;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;20/02/2025;20/02/2025;01/04/2025;05/12/2024;25/02/2025;Terminada;AGROQPQINSECTICIDA;724186;ACEFATO 75 % WP;2100-2101 - Anonima SA - Pozo ;KG;40.26;0.61;100.00;12.22;7.45;491.93;12,925.81;7,883.87;520,334.78;500000476;;;1057.75;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;2344;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;20/02/2025;20/02/2025;01/04/2025;05/12/2024;25/02/2025;Terminada;FERTILIZANTES;721441;FERTILIZANTE LÍQUI N-P-K-Mg-Zn-S-B-MN-CA;2100-2101 - Anonima SA - Pozo ;L;17.77;0.27;100.00;1.02;0.27;18.12;1,078.80;290.46;19,169.67;500000476;;;1057.75;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 14;1121332;66.16;2344;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;20/02/2025;20/02/2025;01/04/2025;05/12/2024;25/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;6.76;0.10;100.00;5.99;0.61;40.48;6,335.71;648.70;42,814.69;500000476;;;1057.75;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-2101 - Anonima SA - Pozo ;L;156.70;2.49;100.00;4.56;11.34;714.53;4,646.64;11,557.33;728,105.51;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQPQHERBICIDA;699977;FLUMIOXAZIN 48% SC;2100-2101 - Anonima SA - Pozo ;L;7.51;0.12;100.00;19.96;2.38;149.96;20,339.34;2,425.46;152,804.92;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-2101 - Anonima SA - Pozo ;L;19.32;0.31;100.00;1.78;0.55;34.39;1,813.82;556.20;35,040.40;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;587;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;11/12/2024;16/12/2024;16/12/2024;05/12/2024;14/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2101 - Anonima SA - Pozo ;L;32.20;0.51;100.00;0.83;0.42;26.74;846.28;432.53;27,248.18;500000277;;;1019.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;819;30002591;30002591 - PLUS POR FERTILIZACION EN SIEMBRA;27/12/2024;31/12/2024;31/12/2024;05/12/2024;20/01/2025;Terminada;SEMILLAS;721922;SEMILLA BRACHIARIA RUZIZIENSIS;2100-2101 - Anonima SA - Pozo ;KG;246.15;3.91;100.00;3.74;14.61;920.62;3,852.20;15,051.33;948,233.76;500000370;;;1030.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1013;40001698;40001698 - SIEMBRA PRECISION PLANTING;27/12/2024;10/01/2025;10/01/2025;05/12/2024;16/01/2025;Terminada;SEMILLAS;722825;SEMILLA DE MAIZ P2297 PWUE;2100-2101 - Anonima SA - Pozo ;BAG;1.80;0.03;100.00;149.76;4.29;270.09;155,147.32;4,441.54;279,816.41;500000364;;;1036.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1013;40001698;40001698 - SIEMBRA PRECISION PLANTING;27/12/2024;10/01/2025;10/01/2025;05/12/2024;16/01/2025;Terminada;SEMILLAS;722825;SEMILLA DE MAIZ P2297 PWUE;2100-2101 - Anonima SA - Pozo ;BAG;47.83;0.76;100.00;149.76;113.69;7,162.23;155,149.60;117,778.90;7,420,071.61;500000364;;;1036.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;3.07;0.05;100.00;5.99;0.29;18.38;6,174.56;300.84;18,952.35;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2101 - Anonima SA - Pozo ;L;1.53;0.02;100.00;30.24;0.74;46.41;31,178.47;759.52;47,850.00;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-2101 - Anonima SA - Pozo ;L;62.92;1.00;100.00;7.19;7.18;452.54;7,414.95;7,405.88;466,572.93;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQUIMICOS;704717;ISOXAFLUTOLE 22.5%THIENC 9%CYPR 15% SC;2100-2101 - Anonima SA - Pozo ;L;18.42;0.29;100.00;99.64;29.13;1,835.03;102,728.84;30,030.36;1,891,912.15;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;821;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;30/12/2024;03/01/2025;30/04/2025;05/12/2024;14/01/2025;Terminada;AGROQPQINSECTICIDA;719953;BIFENTRIN 25% EC;2100-2101 - Anonima SA - Pozo ;L;2.69;0.04;100.00;17.31;0.74;46.50;17,848.67;760.91;47,937.03;500000303;;;1031.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1194;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;21/01/2025;23/01/2025;23/01/2025;05/12/2024;23/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;3.17;0.05;100.00;5.99;0.30;18.96;6,269.06;315.03;19,846.76;500000417;;;1046.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1194;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;21/01/2025;23/01/2025;23/01/2025;05/12/2024;23/01/2025;Terminada;AGROQPQINSECTICIDA;719953;BIFENTRIN 25% EC;2100-2101 - Anonima SA - Pozo ;L;6.33;0.10;100.00;17.31;1.74;109.61;18,116.90;1,820.80;114,710.02;500000417;;;1046.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1194;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;21/01/2025;23/01/2025;23/01/2025;05/12/2024;23/01/2025;Terminada;AGROQPQCOADYUVANTE;707688;COADYUVANTE VEGETAL OIL;2100-2101 - Anonima SA - Pozo ;L;18.99;0.30;100.00;1.78;0.54;33.81;1,862.56;561.60;35,379.29;500000417;;;1046.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;2344;30000844;30000844 - FERTILIZACION NEUMÁTICA ;30/01/2025;10/02/2025;10/02/2025;05/12/2024;25/02/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2101 - Anonima SA - Pozo ;KG;7,240.16;114.92;100.00;0.64;72.98;4,598.23;670.03;76,998.94;4,851,128.88;500000458;;;1055.00;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;104;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;02/02/2025;02/02/2025;05/12/2024;10/02/2025;Terminada;AGROQPQOTROS;719499;LIMPIADOR DESGASIFICADOR DE TANQUES;2100-2101 - Anonima SA - Pozo ;L;0.12;0.01;100.00;27.48;0.26;3.17;28,865.95;277.57;3,330.67;500000435;;;1050.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;104;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;02/02/2025;02/02/2025;05/12/2024;10/02/2025;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-2101 - Anonima SA - Pozo ;L;6.92;0.58;100.00;1.60;0.92;11.08;1,681.54;970.10;11,641.40;500000435;;;1050.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;104;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;02/02/2025;02/02/2025;05/12/2024;10/02/2025;Terminada;AGROQUIMICOS;714586;GLUFOSINATO DE AMONIO 28% SL;2100-2101 - Anonima SA - Pozo ;L;30.00;2.50;100.00;4.59;11.46;137.56;4,816.86;12,042.26;144,505.72;500000435;;;1050.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;104;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;31/01/2025;02/02/2025;02/02/2025;05/12/2024;10/02/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2101 - Anonima SA - Pozo ;L;6.92;0.58;100.00;0.83;0.48;5.75;872.65;503.43;6,041.42;500000435;;;1050.50;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1000;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;03/02/2025;07/02/2025;07/02/2025;05/12/2024;07/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2101 - Anonima SA - Pozo ;L;6.30;0.10;100.00;5.99;0.60;37.73;6,307.81;630.78;39,739.20;500000437;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1000;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;03/02/2025;07/02/2025;07/02/2025;05/12/2024;07/02/2025;Terminada;AGROQUIMICOS;713073;LUFENURON 5%  PROFENOFOS 50% EC;2100-2101 - Anonima SA - Pozo ;L;15.75;0.25;100.00;15.17;3.79;238.98;15,981.28;3,995.32;251,705.13;500000437;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;1000;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;03/02/2025;07/02/2025;07/02/2025;05/12/2024;07/02/2025;Terminada;FERTILIZANTES;721441;FERTILIZANTE LÍQUI N-P-K-Mg-Zn-S-B-MN-CA;2100-2101 - Anonima SA - Pozo ;L;101.24;1.61;100.00;1.02;1.64;103.25;1,074.10;1,726.16;108,743.40;500000437;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;40;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;06/02/2025;09/02/2025;09/02/2025;05/12/2024;10/02/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2101 - Anonima SA - Pozo ;L;1.00;0.50;100.00;0.83;0.42;0.83;877.67;438.94;877.67;500000446;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;40;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;06/02/2025;09/02/2025;09/02/2025;05/12/2024;10/02/2025;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-2101 - Anonima SA - Pozo ;L;1.00;0.50;100.00;1.60;0.80;1.60;1,685.20;842.60;1,685.20;500000446;;;1053.25;;;
2024-2025;Maiz;Maíz;NO;2100;2100 - Campos;Zona Lajitas;Pozo Espuela;Lote 15;1121333;63.18;40;30002446;30002446 - PULVERIZACIÓN TERRESTRE - EN ;06/02/2025;09/02/2025;09/02/2025;05/12/2024;10/02/2025;Terminada;AGROQPQHERBICIDA;718226;GLUFOSINATO DE AMONIO 20% SL;2100-2101 - Anonima SA - Pozo ;L;5.00;2.50;100.00;10.78;26.95;53.90;11,354.04;28,385.09;56,770.18;500000446;;;1053.25;;;
