Campaña;Cultivo;Actividad;"Cambio
Actividad";Centro;Administracion;Zona;Establecimiento;Lote;CECO;Ha Totales;Ha Asignadas;Código;Nombre;Fecha Inicio;Fecha Fin;Fecha Contable;Fecha Creacion;Fecha Actualiz.;Estado;Categoria;Cod. SAP;Insumo;Almacen SAP;U. Medida;Cantidad Real;Dosis Real;Porc. utiliza Real;Costo x Unid. Real usd;Costo x HA Real usd;Costo Total usd;Gasto x Unid. Real  $$;Gasto x HA Real $$;GastoTotal $$;Nro° OT;Contratista/Operario;Maquinaria;TC;Socio;Nro° OT Anulación;Observaciones
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30002591;30002591 - PLUS POR FERTILIZACION EN SIEMBRA;04/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;FERTILIZANTES;723125;SUPER FOSFATO SIMPLE;2100-2160 - Anonima SA - Tenené;KG;4,064.23;67.74;100.00;0.40;26.99;1,619.60;406.47;27,530.06;1,651,989.01;400000128;;;1020.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;708882;PROMETRINA 50% SC;2100-2160 - Anonima SA - Tenené;L;119.89;2.00;100.00;9.38;18.74;1,124.57;9,492.56;18,967.78;1,138,067.85;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-2160 - Anonima SA - Tenené;L;59.12;0.99;100.00;7.19;7.09;425.10;7,276.28;7,170.08;430,203.41;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;30.66;0.51;100.00;0.83;0.42;25.45;840.06;429.21;25,753.70;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;59.12;0.99;100.00;6.24;6.15;369.01;6,316.20;6,223.95;373,439.30;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;2.96;0.05;100.00;23.95;1.18;70.80;24,238.11;1,194.22;71,652.79;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;36;40001443;40001443 - SIEMBRA NEUMATICA C/MONITOR Y ;17/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;SEMILLAS;724012;SEMILLA DE ALGODON GUARANI INTA BGRR;2100-2160 - Anonima SA - Tenené;BAG;28.00;0.78;60.00;87.51;68.07;2,450.34;91,275.12;70,991.80;2,555,703.37;400000126;;;1043.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;24;40001443;40001443 - SIEMBRA NEUMATICA C/MONITOR Y ;17/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;SEMILLAS;724029;SEMILLA DE ALGODON GUAZUNCHO 2000 REF.;2100-2160 - Anonima SA - Tenené;BAG;21.00;0.88;40.00;65.00;56.88;1,365.00;67,795.00;59,320.63;1,423,695.00;400000126;;;1043.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;33.80;0.56;100.00;0.83;0.47;28.07;855.62;482.06;28,922.51;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;105.63;1.76;100.00;6.24;10.99;659.63;6,434.96;11,329.16;679,749.00;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;713073;LUFENURON 5%  PROFENOFOS 50% EC;2100-2160 - Anonima SA - Tenené;L;14.65;0.24;100.00;15.17;3.70;222.21;15,632.69;3,816.43;228,985.80;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;3.10;0.05;100.00;23.95;1.24;74.22;24,681.92;1,274.67;76,479.17;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;714718;HALOXIFOP-P-METIL 54% EC;2100-2160 - Anonima SA - Tenené;L;6.48;0.11;100.00;18.32;1.98;118.69;18,878.45;2,038.50;122,311.09;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;213;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;01/01/2025;02/01/2025;02/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPOBIOESTIMUL;714295;STIMULATE;2100-2160 - Anonima SA - Tenené;L;14.93;0.25;100.00;48.35;12.03;721.84;49,824.57;12,397.64;743,859.78;400000201;;;1030.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;4.38;0.07;100.00;5.99;0.44;26.23;6,196.66;452.31;27,138.63;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;15.33;0.26;100.00;30.24;7.73;463.53;31,283.28;7,992.06;479,524.73;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;721083;FIPROXAM;2100-2160 - Anonima SA - Tenené;L;4.38;0.07;100.00;46.41;3.39;203.26;48,011.66;3,504.50;210,270.05;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;295;30000844;30000844 - FERTILIZACION NEUMÁTICA ;22/01/2025;24/01/2025;24/01/2025;24/01/2025;27/01/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;5,774.24;96.24;100.00;0.63;60.50;3,629.68;658.14;63,340.52;3,800,279.43;400000222;;;1047.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;295;30000844;30000844 - FERTILIZACION NEUMÁTICA ;22/01/2025;24/01/2025;24/01/2025;24/01/2025;27/01/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;707.79;11.80;100.00;0.63;7.42;444.92;658.14;7,764.20;465,830.89;400000222;;;1047.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;12.00;0.20;100.00;30.24;6.05;362.88;31,767.12;6,353.42;381,205.41;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;3.43;0.06;100.00;10.48;0.60;35.93;11,008.61;629.04;37,743.80;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQFERTILFOLIARES;714782;SETT;2100-2160 - Anonima SA - Tenené;L;54.86;0.91;100.00;7.22;6.60;396.07;7,584.61;6,934.50;416,070.03;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;4.11;0.07;100.00;5.99;0.41;24.65;6,292.92;431.49;25,890.85;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;13/02/2025;17/02/2025;17/02/2025;13/02/2025;25/02/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;5.14;0.09;100.00;10.48;0.90;53.90;11,074.63;949.26;56,955.26;400000252;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;13/02/2025;17/02/2025;17/02/2025;13/02/2025;25/02/2025;Terminada;AGROQUIMICOS;719332;LAMBDACIALOTRINA 25% ME;2100-2160 - Anonima SA - Tenené;L;1.71;0.03;100.00;17.27;0.49;29.61;18,250.28;521.43;31,286.19;400000252;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 08;1124808;60.08;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;13/02/2025;17/02/2025;17/02/2025;13/02/2025;25/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;3.43;0.06;100.00;5.99;0.34;20.54;6,329.93;361.71;21,702.62;400000252;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30002591;30002591 - PLUS POR FERTILIZACION EN SIEMBRA;04/12/2024;17/12/2024;17/12/2024;26/12/2024;26/12/2024;Terminada;FERTILIZANTES;723125;SUPER FOSFATO SIMPLE;2100-2160 - Anonima SA - Tenené;KG;7,789.78;67.74;100.00;0.40;26.99;3,104.23;406.47;27,530.06;3,166,312.22;400000128;;;1020.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQUIMICOS;716992;S-METOLACLORO 96% EC;2100-2160 - Anonima SA - Tenené;L;113.32;0.99;100.00;7.19;7.09;814.78;7,276.28;7,170.08;824,556.53;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;58.76;0.51;100.00;0.83;0.42;48.78;840.06;429.21;49,361.26;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;5.67;0.05;100.00;23.95;1.18;135.71;24,238.11;1,194.22;137,334.53;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;113.32;0.99;100.00;6.24;6.15;707.27;6,316.20;6,223.95;715,758.64;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;06/12/2024;07/12/2024;07/12/2024;26/12/2024;30/12/2024;Terminada;AGROQPQHERBICIDA;708882;PROMETRINA 50% SC;2100-2160 - Anonima SA - Tenené;L;229.79;2.00;100.00;9.38;18.74;2,155.43;9,492.56;18,967.78;2,181,296.69;400000138;;;1012.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;115;40001443;40001443 - SIEMBRA NEUMATICA C/MONITOR Y ;12/12/2024;18/12/2024;18/12/2024;26/12/2024;26/12/2024;Terminada;SEMILLAS;719918;SEMILLA DE ALGODON GUAZUNCHO 4 INTA BGRR;2100-2160 - Anonima SA - Tenené;BAG;94.00;0.82;100.00;86.12;70.39;8,095.06;89,820.76;73,418.67;8,443,151.54;400000127;;;1043.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;701190;CLETODIM 24% EC;2100-2160 - Anonima SA - Tenené;L;61.79;0.54;100.00;4.99;2.68;308.32;5,129.72;2,756.08;316,953.14;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;111.56;0.97;100.00;6.25;6.06;696.86;6,421.20;6,229.31;716,372.62;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQCOADYUVANTE;722543;COADYUVANTE HUMECTANTE VERDE BIO;2100-2160 - Anonima SA - Tenené;L;5.49;0.05;100.00;23.95;1.14;131.55;24,621.11;1,175.94;135,232.38;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPOBIOESTIMUL;714295;STIMULATE;2100-2160 - Anonima SA - Tenené;L;29.18;0.25;100.00;48.35;12.27;1,410.80;49,703.59;12,611.38;1,450,306.35;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQUIMICOS;713073;LUFENURON 5%  PROFENOFOS 50% EC;2100-2160 - Anonima SA - Tenené;L;29.18;0.25;100.00;15.17;3.85;442.65;15,594.97;3,956.91;455,047.12;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;1.06;0.01;100.00;6.25;0.06;6.65;6,425.00;59.47;6,837.35;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-2160 - Anonima SA - Tenené;KG;93.37;0.81;100.00;6.25;5.07;583.24;6,421.20;5,213.68;599,567.23;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;335;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;28/12/2024;29/12/2024;29/12/2024;20/01/2025;20/01/2025;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-2160 - Anonima SA - Tenené;L;53.51;0.47;100.00;0.83;0.39;44.44;853.65;397.27;45,682.70;400000216;;;1028.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;8.39;0.07;100.00;5.99;0.44;50.28;6,196.66;452.31;52,015.71;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQUIMICOS;721083;FIPROXAM;2100-2160 - Anonima SA - Tenené;L;8.39;0.07;100.00;46.41;3.39;389.58;48,011.66;3,504.50;403,017.58;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;548;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;08/01/2025;08/01/2025;08/01/2025;08/01/2025;15/01/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;29.38;0.26;100.00;30.24;7.73;888.44;31,283.28;7,992.06;919,089.03;400000203;;;1034.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;295;30000844;30000844 - FERTILIZACION NEUMÁTICA ;22/01/2025;24/01/2025;24/01/2025;24/01/2025;27/01/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;1,443.56;96.24;100.00;0.63;60.50;907.42;658.14;63,340.52;950,069.72;400000222;;;1047.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;295;30000844;30000844 - FERTILIZACION NEUMÁTICA ;22/01/2025;24/01/2025;24/01/2025;24/01/2025;27/01/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;176.95;11.80;100.00;0.63;7.42;111.23;658.14;7,764.20;116,457.71;400000222;;;1047.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;253;30000844;30000844 - FERTILIZACION NEUMÁTICA ;29/01/2025;30/01/2025;30/01/2025;03/02/2025;07/02/2025;Terminada;AGROQFERTILSOLIDOS;716853;UREA DE LIBERACION RETARDADA;2100-2160 - Anonima SA - Tenené;KG;9,478.26;94.78;100.00;0.63;59.72;5,972.25;661.61;62,706.41;6,270,864.67;400000239;;;1050.00;;400000228;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;7.89;0.07;100.00;5.99;0.41;47.24;6,292.92;431.49;49,624.13;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQFERTILFOLIARES;714782;SETT;2100-2160 - Anonima SA - Tenené;L;105.14;0.91;100.00;7.22;6.60;759.13;7,584.61;6,934.50;797,467.56;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQPQINSECTICIDA;719250;ESFENVALERATO 10%  ACETAMIPRID 10% EC;2100-2160 - Anonima SA - Tenené;L;23.00;0.20;100.00;30.24;6.05;695.52;31,767.12;6,353.42;730,643.73;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;31/01/2025;02/02/2025;02/02/2025;29/01/2025;03/02/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;6.57;0.06;100.00;10.48;0.60;68.86;11,008.61;629.04;72,342.29;400000230;;;1050.50;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;13/02/2025;17/02/2025;17/02/2025;13/02/2025;25/02/2025;Terminada;AGROQUIMICOS;711057;CLOROMECUATO 75% SL;2100-2160 - Anonima SA - Tenené;L;9.86;0.09;100.00;10.48;0.90;103.30;11,074.63;949.26;109,164.24;400000252;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;13/02/2025;17/02/2025;17/02/2025;13/02/2025;25/02/2025;Terminada;AGROQPQCOADYUVANTE;723104;COADYUVANTE BIOMAX;2100-2160 - Anonima SA - Tenené;L;6.57;0.06;100.00;5.99;0.34;39.36;6,329.93;361.71;41,596.70;400000252;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Centro;Tenené ;Lote 09;1124809;115;175;30000836;30000836 - PULVERIZACION TERRESTRE X 80 ;13/02/2025;17/02/2025;17/02/2025;13/02/2025;25/02/2025;Terminada;AGROQUIMICOS;719332;LAMBDACIALOTRINA 25% ME;2100-2160 - Anonima SA - Tenené;L;3.29;0.03;100.00;17.27;0.49;56.74;18,250.28;521.43;59,965.21;400000252;;;1056.75;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Lajitas;El Trebol;Lote 17;1124917;177.25;385;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;11/12/2024;12/12/2024;12/12/2024;18/12/2024;18/12/2024;Terminada;AGROQFERTILLIQUIDOS;700711;SULFATO DE AMONIO LIQUIDO;2100-219R - Anonima SA - El ;L;80.88;0.47;100.00;0.84;0.39;68.02;873.80;408.50;70,675.59;500000272;;;1039.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Lajitas;El Trebol;Lote 17;1124917;177.25;385;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;11/12/2024;12/12/2024;12/12/2024;18/12/2024;18/12/2024;Terminada;AGROQPQINSECTICIDA;714297;ACEITE EMULSIVO MINERAL-NO GRADO ALIM.RV;2100-219R - Anonima SA - El ;L;80.88;0.47;100.00;1.60;0.75;129.41;1,662.40;777.20;134,460.09;500000272;;;1039.00;;;
2024-2025;Algodón;Algodón;NO;2100;2100 - Campos;Zona Lajitas;El Trebol;Lote 17;1124917;177.25;385;30002480;30002480 - PULVERIZACION AEREA X 10 LITROS;11/12/2024;12/12/2024;12/12/2024;18/12/2024;18/12/2024;Terminada;AGROQPQHERBICIDA;610223;GLIFOSATO 79.2% SG;2100-219R - Anonima SA - El ;KG;175.25;1.01;100.00;6.31;6.39;1,105.88;6,556.51;6,641.67;1,149,006.29;500000272;;;1039.00;;;
